,geo,time,Display_impression,Social_impression,TV_impression,competitor_activity_score_control,seasonality_index_control,sentiment_score_control,Display_spend,Social_spend,TV_spend,Display_reach,Social_reach,TV_reach,Display_frequency,Social_frequency,TV_frequency,conversions,revenue_per_conversion,population
778,California,2025-12-22,2.501009e+06,1.1150393e+07,7.345814e+06,0.10246639,1.3516068,0.33639964,5032.4116,53661.043,74335.29,1.7923565e+06,3.1376495e+06,7.5067455e+06,1.3953749,3.5537407,0.97856176,1.456613e+08,0.03527996,3.9355308e+07
779,California,2025-12-29,9.181896e+06,1.5026507e+07,2.945501e+07,-1.1818849,1.2976633,-0.7078584,18475.373,72314.76,298067.25,1.9233442e+06,3.7615012e+06,7.4090435e+06,4.7739224,3.9948163,3.9755483,1.0378045e+08,0.034988135,3.9355308e+07
780,Colorado,2023-01-09,602508.0,1.20375e+06,7.442072e+06,-1.5352391,0.73778486,0.31878433,1212.338,5793.023,75309.36,263800.28,823449.56,1.4830528e+06,2.2839541,1.4618384,5.0180764,8.634782e+06,0.035331037,6.012561e+06
781,Colorado,2023-01-16,1.330626e+06,2.468583e+06,2.145112e+06,1.0004284,0.5934243,-0.37283304,2677.4224,11880.006,21707.262,266514.53,782489.6,1.6081986e+06,4.992697,3.1547806,1.3338603,1.6513516e+07,0.03535421,6.012561e+06
782,Colorado,2023-01-23,437877.0,3.166723e+06,5.900306e+06,0.17826901,0.4404532,1.310863,881.07526,15239.791,59707.6,186757.05,919792.75,1.270461e+06,2.3446367,3.442866,4.644224,2.0397414e+07,0.035176545,6.012561e+06
783,Colorado,2023-01-30,524623.0,5.288614e+06,3.924544e+06,0.6185111,0.28110215,0.054759078,1055.6215,25451.348,39714.06,136558.3,1.0559966e+06,844530.06,3.8417537,5.008173,4.6470146,1.7091122e+07,0.03479673,6.012561e+06
784,Colorado,2023-02-06,742058.0,2.532e+06,1.62729e+06,0.32178238,0.11769491,-0.3301687,1493.1338,12185.199,16467.21,171597.2,918458.44,487564.78,4.32442,2.7567933,3.3375878,1.4062276e+07,0.034697972,6.012561e+06
785,Colorado,2023-02-13,558868.0,2.559569e+06,747406.0,-1.3859758,-0.047385685,-0.46252486,1124.5276,12317.875,7563.306,226095.78,660993.6,298239.75,2.4718206,3.8723056,2.5060585,7.070262e+06,0.034623306,6.012561e+06
786,Colorado,2023-02-20,537876.0,1.379579e+06,584175.0,-0.83629555,-0.21173239,-0.4397213,1082.2885,6639.1963,5911.505,367047.66,507479.94,169417.5,1.4654132,2.7184904,3.448137,1.1469709e+07,0.035135303,6.012561e+06
787,Colorado,2023-02-27,651043.0,2.738364e+06,115944.0,-0.76829785,-0.37294865,0.7992931,1309.9978,13178.322,1173.2847,218065.48,543317.3,53950.79,2.9855373,5.0400834,2.1490672,1.4524929e+07,0.034939807,6.012561e+06
788,Colorado,2023-03-06,873527.0,2.155544e+06,170456.0,-0.73635787,-0.5286836,0.4370786,1757.6696,10373.512,1724.9137,203935.1,839770.94,42345.867,4.283359,2.5668242,4.025337,1.1473948e+07,0.034697864,6.012561e+06
789,Colorado,2023-03-13,436288.0,2.861611e+06,342414.0,-1.1034509,-0.67666626,-1.5447372,877.8779,13771.446,3465.0269,165229.8,847157.25,172882.03,2.6404896,3.377898,1.9806248,4.4193935e+06,0.034634747,6.012561e+06
790,Colorado,2023-03-20,491302.0,1.897932e+06,209611.0,-0.8860287,-0.8147387,-1.2502868,988.5745,9133.76,2121.1392,98808.32,621847.7,173470.61,4.9722753,3.0520859,1.208337,5.084845e+06,0.034860443,6.012561e+06
791,Colorado,2023-03-27,191151.0,1.264196e+06,400711.0,0.16889146,-0.94088745,-1.16484,384.62494,6083.918,4054.958,117571.03,619719.4,88414.69,1.625834,2.0399485,4.5321774,1.0890404e+07,0.03510542,6.012561e+06
792,Colorado,2023-04-03,250991.0,2.400446e+06,171962.0,0.43606254,-1.0532732,0.9450429,505.03217,11552.098,1740.1536,177826.5,818595.2,44881.715,1.4114372,2.9323967,3.8314512,1.6997752e+07,0.03533849,6.012561e+06
793,Colorado,2023-04-10,631358.0,1.311174e+06,233213.0,-0.2497686,-1.1502568,0.452991,1270.3885,6309.9985,2359.9775,187565.25,630693.25,45514.12,3.3660693,2.0789409,5.123978,8.23186e+06,0.03511204,6.012561e+06
794,Colorado,2023-04-17,1.121015e+06,1.294729e+06,51545.0,0.22383992,-1.2304243,1.3218672,2255.653,6230.8574,521.60486,325556.7,608617.06,30497.24,3.4433784,2.1273289,1.6901662,1.3875469e+07,0.03537446,6.012561e+06
795,Colorado,2023-04-24,198319.0,2.089442e+06,154427.0,1.3684815,-1.2926064,0.7002683,399.04807,10055.398,1562.7097,105578.29,715866.75,38068.152,1.87841,2.9187586,4.0565953,1.410892e+07,0.03526731,6.012561e+06
796,Colorado,2023-05-01,522098.0,2.53728e+06,310828.0,0.004668403,-1.3358965,0.41643295,1050.5408,12210.609,3145.3953,222970.47,590264.75,101000.52,2.3415558,4.298545,3.0774877,6.368079e+06,0.034715313,6.012561e+06
797,Colorado,2023-05-08,650520.0,1.270745e+06,171577.0,0.6127847,-1.3596634,-0.6690127,1308.9454,6115.435,1736.2576,170989.11,475404.66,36652.63,3.804451,2.6729758,4.681152,7.095345e+06,0.034636766,6.012561e+06
798,Colorado,2023-05-15,204991.0,2.039302e+06,64753.0,1.5406195,-1.3635606,1.608254,412.4731,9814.1,655.262,166876.14,450912.75,24453.65,1.2284032,4.522608,2.6480007,1.7508456e+07,0.0352036,6.012561e+06
799,Colorado,2023-05-22,448666.0,1.281842e+06,71324.0,0.48186216,-1.3475308,-0.9124647,902.78436,6168.839,721.75665,142536.23,466843.38,24453.65,3.1477332,2.745764,2.916708,9.018509e+06,0.034974333,6.012561e+06
800,Colorado,2023-05-29,338442.0,837938.0,509365.0,-0.9120617,-1.3118082,-1.8012009,680.9969,4032.5598,5154.472,94808.2,558676.6,218617.9,3.5697563,1.4998624,2.3299325,1.03269144e+06,0.034741092,6.012561e+06
801,Colorado,2023-06-05,203562.0,2.133206e+06,839391.0,-0.5307073,-1.2569137,0.5723651,409.59778,10266.011,8494.14,75039.125,660719.3,176986.03,2.712744,3.228612,4.742697,1.0635097e+07,0.035138022,6.012561e+06
802,Colorado,2023-06-12,627570.0,944804.0,71330.0,-0.021629298,-1.1836475,-2.0407684,1262.7665,4546.8506,721.8174,162733.84,708472.5,40885.89,3.8564205,1.3335795,1.7446036,3.9600822e+06,0.03451804,6.012561e+06
803,Colorado,2023-06-19,464937.0,1.198017e+06,362771.0,0.81120753,-1.0930783,2.5423982,935.5241,5765.433,3671.0278,160882.92,753890.8,75526.555,2.8899062,1.5891116,4.803229,1.6161431e+07,0.03519868,6.012561e+06
804,Colorado,2023-06-26,111352.0,1.891698e+06,67160.0,1.3591179,-0.98652655,-1.9170953,224.0572,9103.759,679.61945,91353.08,771321.44,24453.65,1.2189201,2.4525423,2.7464323,1.629339e+06,0.035349634,6.012561e+06
805,Colorado,2023-07-03,466152.0,2.402648e+06,249636.0,-1.164506,-0.86554617,2.0280452,937.9689,11562.695,2526.1685,108710.5,685246.44,66731.875,4.2880163,3.5062535,3.7408845,1.0844112e+07,0.03528917,6.012561e+06
806,Colorado,2023-07-10,137286.0,1.09312e+06,1.095154e+06,-0.6848794,-0.7319013,-0.3116242,276.24036,5260.618,11082.31,117683.75,626135.44,233707.1,1.1665698,1.7458209,4.686012,6.0311385e+06,0.034621585,6.012561e+06
807,Colorado,2023-07-17,239113.0,815057.0,591980.0,0.025325423,-0.5875407,-0.82788944,481.1318,3922.4456,5990.487,139254.28,435287.88,243183.66,1.7170944,1.8724558,2.4342911,1.1162956e+07,0.03547915,6.012561e+06
808,Colorado,2023-07-24,506126.0,3.054941e+06,351354.0,0.14837688,-0.4345696,0.4883949,1018.4027,14701.842,3555.4941,170391.19,631654.75,195466.33,2.9703777,4.836409,1.7975165,1.6397187e+07,0.03529706,6.012561e+06
809,Colorado,2023-07-31,651308.0,3.093108e+06,752970.0,-1.0212922,-0.27521855,-0.2847946,1310.531,14885.52,7619.6104,225502.47,790201.2,241954.92,2.888252,3.91433,3.112028,6.74684e+06,0.03541018,6.012561e+06
810,Colorado,2023-08-07,656176.0,1.951165e+06,1.627634e+06,-0.26225394,-0.111811325,-1.840518,1320.3262,9389.942,16470.691,253951.06,777433.4,386045.16,2.5838661,2.5097525,4.216175,2.4164195e+06,0.03489067,6.012561e+06
811,Colorado,2023-08-14,355495.0,3.160401e+06,1.372031e+06,1.5234987,0.053269267,-2.2271483,715.3101,15209.367,13884.141,220205.2,802204.0,557407.75,1.6143788,3.939648,2.4614496,9.363376e+06,0.03513133,6.012561e+06
812,Colorado,2023-08-21,811422.0,3.317888e+06,2.381204e+06,-0.30881476,0.21761599,1.2250191,1632.7047,15967.27,24096.373,181457.28,1.0832458e+06,1.0601152e+06,4.4716988,3.062913,2.246174,1.7703406e+07,0.03474921,6.012561e+06
813,Colorado,2023-08-28,893678.0,2.918041e+06,2.098936e+06,-1.2321334,0.37883225,-0.34476966,1798.2164,14043.014,21239.99,198428.02,967964.1,1.47467e+06,4.503791,3.0146172,1.4233259,1.1840513e+07,0.03523684,6.012561e+06
814,Colorado,2023-09-04,414979.0,2.177043e+06,7.854628e+06,-0.012747021,0.5345672,-1.183267,835.001,10476.976,79484.19,167337.83,1.0832458e+06,2.0148681e+06,2.4798868,2.0097406,3.8983333,1.1080125e+07,0.035072003,6.012561e+06
815,Colorado,2023-09-11,667304.0,2.126755e+06,4.486008e+06,-0.43205076,0.6825499,-0.25637537,1342.7174,10234.966,45395.742,187940.06,1.0832458e+06,2.0425144e+06,3.5506217,1.9633169,2.1963167,1.1479165e+07,0.03477872,6.012561e+06
816,Colorado,2023-09-18,1.253735e+06,3.646291e+06,2.21935e+06,0.22712296,0.8206223,-0.41870588,2522.706,17547.701,22458.508,363621.7,1.0252369e+06,2.1351775e+06,3.4479096,3.556535,1.0394216,1.694542e+07,0.034682423,6.012561e+06
817,Colorado,2023-09-25,242123.0,3.633842e+06,7.962094e+06,1.4013752,0.9467711,-3.1393478,487.1884,17487.793,80571.67,220431.98,737635.1,2.2048692e+06,1.0984012,4.9263415,3.611141,1.366952e+07,0.03455661,6.012561e+06
818,Colorado,2023-10-02,923567.0,2.766185e+06,9.582573e+06,-2.0081553,1.0591568,1.0848135,1858.3577,13312.21,96969.96,236650.22,599524.8,2.2775752e+06,3.9026666,4.6139627,4.2073574,1.8390118e+07,0.035480257,6.012561e+06
819,Colorado,2023-10-09,1.123112e+06,789880.0,7.477534e+06,0.09604184,1.1561403,-0.08420142,2259.8726,3801.2817,75668.22,241528.73,755722.94,2.2815e+06,4.6500134,1.0451978,3.277464,1.6720037e+07,0.035014175,6.012561e+06
820,Colorado,2023-10-16,316717.0,2.628895e+06,7.602786e+06,-0.059865527,1.2363079,0.8257616,637.2829,12651.505,76935.69,248572.1,1.0373438e+06,2.3230968e+06,1.2741443,2.5342562,3.2726946,2.0667252e+07,0.035385992,6.012561e+06
821,Colorado,2023-10-23,991277.0,1.670706e+06,5.16212e+06,-0.9591603,1.2984899,1.2929218,1994.6003,8040.239,52237.598,211128.94,1.0832458e+06,2.3230968e+06,4.695125,1.5423145,2.222086,1.7418902e+07,0.034613248,6.012561e+06
822,Colorado,2023-10-30,789268.0,4.879116e+06,6.727952e+06,-0.26078427,1.3417801,0.19592284,1588.1274,23480.648,68082.89,184282.33,1.0832458e+06,2.3230968e+06,4.282929,4.5041637,2.8961134,2.0041336e+07,0.03525813,6.012561e+06
823,Colorado,2023-11-06,554258.0,2.169362e+06,5.865774e+06,-1.0258625,1.365547,1.6900532,1115.2516,10440.011,59358.16,218917.52,1.0832458e+06,2.3230968e+06,2.5318139,2.0026495,2.5249808,1.9503782e+07,0.03453446,6.012561e+06
824,Colorado,2023-11-13,560852.0,1.546238e+06,6.989488e+06,-0.025477836,1.3694441,-0.41814554,1128.5198,7441.2393,70729.48,308007.56,1.0832458e+06,2.3230968e+06,1.8209021,1.4274118,3.0086944,1.6963356e+07,0.035129238,6.012561e+06
825,Colorado,2023-11-20,743952.0,2.60047e+06,1.0836646e+07,-0.5692255,1.3534144,-0.10561455,1496.9448,12514.71,109660.44,344449.84,1.0832458e+06,2.3230968e+06,2.1598256,2.4006274,4.6647415,1.8250576e+07,0.035271864,6.012561e+06
826,Colorado,2023-11-27,1.113294e+06,1.377124e+06,3.010759e+06,-0.49959412,1.3176918,0.18993239,2240.1172,6627.3813,30467.098,338871.97,749694.06,2.3230968e+06,3.2852955,1.8369147,1.2960111,1.9459964e+07,0.035406247,6.012561e+06
827,Colorado,2023-12-04,1.093574e+06,3.652362e+06,7.401698e+06,0.24817099,1.2627972,-0.75037223,2200.4375,17576.918,74900.8,281851.84,744764.06,2.3230968e+06,3.8799605,4.904052,3.1861343,1.4794553e+07,0.035241783,6.012561e+06
828,Colorado,2023-12-11,410591.0,2.785486e+06,3.154274e+06,-0.43214506,1.1895311,-1.0586635,826.1717,13405.096,31919.385,181892.89,1.04692275e+06,2.3230968e+06,2.2573218,2.660641,1.3577883,1.4372901e+07,0.034765806,6.012561e+06
829,Colorado,2023-12-18,400847.0,4.722864e+06,1.1260897e+07,0.29271,1.0989618,0.22323604,806.56525,22728.688,113953.61,146124.62,1.0832458e+06,2.2591522e+06,2.743183,4.359919,4.9845676,1.8283664e+07,0.03480165,6.012561e+06
830,Colorado,2023-12-25,353314.0,1.116053e+06,2.673385e+06,0.06350263,0.9924102,-1.3841573,710.92163,5370.9824,27053.072,182843.39,917208.5,2.1642882e+06,1.9323324,1.2167933,1.2352259,1.3486233e+07,0.034556355,6.012561e+06
831,Colorado,2024-01-01,287488.0,1.666803e+06,8.077731e+06,1.4480091,0.41251114,1.0263473,578.46967,8021.456,81741.86,240523.97,1.0380958e+06,1.6892428e+06,1.1952573,1.605635,4.781865,2.144271e+07,0.034734603,6.012561e+06
832,Colorado,2024-01-08,355762.0,2.956523e+06,5.350636e+06,-0.6382577,0.23769327,-0.9523666,715.84735,14228.208,54145.27,274690.6,1.00206656e+06,1.5742799e+06,1.295139,2.9504259,3.3987832,1.1508121e+07,0.034838088,6.012561e+06
833,Colorado,2024-01-15,275543.0,2.587952e+06,5.911903e+06,0.040608026,0.05945217,-0.37586075,554.4345,12454.467,59824.957,230105.84,729124.3,1.4694559e+06,1.1974604,3.549398,4.023192,1.2193047e+07,0.035149794,6.012561e+06
834,Colorado,2024-01-22,433813.0,3.380146e+06,4.153061e+06,1.6146214,-0.11961296,-0.09194218,872.8979,16266.885,42026.516,164599.3,697288.5,1.1891761e+06,2.6355715,4.8475575,3.4923851,1.8140632e+07,0.035472568,6.012561e+06
835,Colorado,2024-01-29,453875.0,3.131795e+06,1.793838e+06,-1.2000573,-0.29689094,1.6447833,913.2657,15071.701,18152.578,154356.34,1.005234e+06,1.0529926e+06,2.9404378,3.1154888,1.7035613,1.6686447e+07,0.03502979,6.012561e+06
836,Colorado,2024-02-05,226297.0,4.12289e+06,978939.0,-0.27500919,-0.46979672,-1.1301506,455.34406,19841.326,9906.283,162700.36,1.0832458e+06,888328.44,1.3908845,3.806052,1.1020015,1.153391e+07,0.034772996,6.012561e+06
837,Colorado,2024-02-12,169475.0,973281.0,1.814204e+06,-1.0824158,-0.6358089,-0.15000437,341.00952,4683.8955,18358.67,158398.64,973604.6,712180.6,1.0699297,0.99966806,2.5473938,7.2826675e+06,0.034659516,6.012561e+06
838,Colorado,2024-02-19,526270.0,3.571456e+06,1.643769e+06,0.627824,-0.79250664,0.29778755,1058.9355,17187.56,16633.969,184407.7,719940.25,470384.84,2.8538394,4.960767,3.4945197,1.1935793e+07,0.03511579,6.012561e+06
839,Colorado,2024-02-26,751085.0,893881.0,568862.0,0.4070096,-0.9376049,-1.4234024,1511.2975,4301.7847,5756.5464,178329.64,537331.6,240900.11,4.2117777,1.663555,2.3614016,6.7732955e+06,0.035234403,6.012561e+06
840,Colorado,2024-03-04,431321.0,3.025178e+06,765714.0,0.1708145,-1.068988,-0.39117768,867.8836,14558.609,7748.572,118705.53,703348.1,177436.81,3.633538,4.30111,4.315418,7.9599255e+06,0.035285503,6.012561e+06
841,Colorado,2024-03-11,576531.0,2.357577e+06,516466.0,-0.7991289,-1.18474,0.12137808,1160.0682,11345.792,5226.33,139817.14,765490.94,197741.23,4.1234612,3.079824,2.6118293,9.046358e+06,0.035342664,6.012561e+06
842,Colorado,2024-03-18,792370.0,2.351157e+06,265894.0,0.78883046,-1.2831726,-0.73339254,1594.3693,11314.896,2690.6897,172760.73,753196.9,76101.74,4.586516,3.12157,3.4939232,1.2654299e+07,0.034651276,6.012561e+06
843,Colorado,2024-03-25,555592.0,4.2329e+06,69647.0,-0.49545422,-1.3628511,0.86472106,1117.9358,20370.746,704.7864,163772.2,887416.6,24453.65,3.392465,4.7699127,2.848112,1.1969977e+07,0.03538923,6.012561e+06
844,Colorado,2024-04-01,335718.0,2.851796e+06,98903.0,-0.935923,-1.422613,0.62623745,675.5158,13724.211,1000.8397,117483.81,1.0832458e+06,32392.947,2.8575687,2.63264,3.0532188,6.655262e+06,0.035126805,6.012561e+06
845,Colorado,2024-04-08,277728.0,2.579788e+06,112844.0,-0.96053624,-1.4615872,1.9888508,558.83105,12415.178,1141.9144,156733.16,651502.56,24453.65,1.7719785,3.9597516,4.6146,8.553395e+06,0.034725893,6.012561e+06
846,Colorado,2024-04-15,754661.0,2.064399e+06,56870.0,-0.5305347,-1.4792054,-0.8513522,1518.493,9934.879,575.49066,157248.97,481893.44,24453.65,4.7991486,4.283933,2.3256419,1.1238341e+06,0.035433184,6.012561e+06
847,Colorado,2024-04-22,444066.0,2.357531e+06,86297.0,1.578664,-1.4752104,-0.5621416,893.5285,11345.571,873.2745,152096.28,491290.84,24453.65,2.9196362,4.7986465,3.5289845,7.4995745e+06,0.035049863,6.012561e+06
848,Colorado,2024-04-29,612095.0,765794.0,326168.0,1.7971821,-1.4496607,1.3730807,1231.6285,3685.3682,3300.627,124512.87,500143.03,72767.46,4.9159145,1.5311509,4.4823284,1.4009099e+07,0.03528071,6.012561e+06
849,Colorado,2024-05-06,369398.0,1.409476e+06,384800.0,-0.88583714,-1.4029288,0.83199245,743.28503,6783.075,3893.948,96864.57,519276.72,125242.71,3.8135562,2.714306,3.0724304,8.0543155e+06,0.03489322,6.012561e+06
850,Colorado,2024-05-13,162675.0,1.539577e+06,95143.0,0.5851057,-1.335696,-0.66355693,327.3269,7409.1836,962.79083,84803.13,525173.7,52762.54,1.9182664,2.9315584,1.8032277,8.2793435e+06,0.034554377,6.012561e+06
851,Colorado,2024-05-20,263024.0,701834.0,37061.0,0.4381086,-1.248943,0.8437026,529.2444,3377.562,375.03537,115126.23,671197.0,24453.65,2.284661,1.0456452,1.5155615,1.0508592e+07,0.034581054,6.012561e+06
852,Colorado,2024-05-27,208443.0,1.691507e+06,219530.0,0.68316346,-1.1439346,-0.28378007,419.4191,8140.3433,2221.5134,160848.83,895314.4,116247.89,1.2958934,1.8892883,1.8884655,5.397798e+06,0.035018902,6.012561e+06
853,Colorado,2024-06-03,435663.0,4.577789e+06,414222.0,0.0005850948,-1.0222023,-1.46459,876.62036,22030.518,4191.681,278891.25,1.0832458e+06,87332.55,1.5621265,4.225993,4.7430468,4.45741e+06,0.03528737,6.012561e+06
854,Colorado,2024-06-10,182213.0,2.798347e+06,107978.0,-0.1884345,-0.8855209,1.4291283,366.64035,13466.989,1092.6733,120998.94,1.0832458e+06,24453.65,1.505902,2.5832987,4.4156027,1.4824261e+07,0.03501091,6.012561e+06
855,Colorado,2024-06-17,492723.0,4.232794e+06,589859.0,-1.0696069,-0.73588383,0.9082112,991.43384,20370.236,5969.0234,122052.75,973422.7,125015.12,4.036965,4.348362,4.7182984,7.744322e+06,0.035319734,6.012561e+06
856,Colorado,2024-06-24,760389.0,733555.0,176958.0,-0.47182575,-0.57547295,-1.2847129,1530.0187,3530.2188,1790.7101,197746.86,773080.56,74459.05,3.8452656,0.9488727,2.376579,3.3612912e+06,0.034852467,6.012561e+06
857,Colorado,2024-07-01,221188.0,1.110204e+06,1.191028e+06,0.23468766,-0.40662754,0.55117947,445.06396,5342.8345,12052.498,237478.52,580066.75,276892.2,0.93140197,1.913924,4.301415,1.5176855e+07,0.035171133,6.012561e+06
858,Colorado,2024-07-08,950183.0,990555.0,803936.0,0.4062371,-0.23180966,-1.35131,1911.913,4767.026,8135.356,238186.95,564677.4,452298.38,3.9892318,1.7541962,1.7774467,8.033538e+06,0.035320226,6.012561e+06
859,Colorado,2024-07-15,301486.0,1.855084e+06,2.243104e+06,1.1041667,-0.053568583,-2.066926,606.6358,8927.555,22698.885,218564.56,570245.6,814683.4,1.379393,3.253132,2.7533438,8.3494115e+06,0.03514717,6.012561e+06
860,Colorado,2024-07-22,798333.0,1.954443e+06,1.543304e+06,-0.07190426,0.12549654,0.7766438,1606.3678,9405.718,15617.322,180888.6,730784.9,1.070137e+06,4.4133973,2.6744442,1.4421556,1.5538912e+07,0.034563467,6.012561e+06
861,Colorado,2024-07-29,594090.0,2.615572e+06,2.932478e+06,-0.6365309,0.30277455,0.26574254,1195.3997,12587.388,29674.94,175026.45,870216.75,1.4871882e+06,3.394284,3.0056553,1.9718274,1.5623082e+07,0.034741644,6.012561e+06
862,Colorado,2024-08-05,952691.0,2.326302e+06,7.120148e+06,1.9059049,0.47568032,-0.4497658,1916.9595,11195.282,72051.68,222710.2,748913.3,1.6817725e+06,4.2777143,3.106237,4.2337165,2.0737304e+07,0.03510195,6.012561e+06
863,Colorado,2024-08-12,460487.0,2.31139e+06,3.455729e+06,-0.37321934,0.64169246,-0.22535636,926.57007,11123.518,34969.934,185188.45,671490.6,1.8553596e+06,2.4865859,3.4421785,1.8625655,1.5082222e+07,0.03461434,6.012561e+06
864,Colorado,2024-08-19,274291.0,3.481786e+06,9.821258e+06,-2.3355641,0.7983902,0.89663976,551.9153,16756.025,99385.31,149298.17,775090.7,2.040349e+06,1.837203,4.492101,4.8135185,1.4663295e+07,0.035220575,6.012561e+06
865,Colorado,2024-08-26,668760.0,1.663037e+06,9.114533e+06,-0.47149372,0.94348854,0.49087343,1345.647,8003.3325,92233.67,208954.12,1.0832458e+06,2.0683014e+06,3.2005115,1.5352348,4.406772,2.1175566e+07,0.035118576,6.012561e+06
866,Colorado,2024-09-02,561908.0,2.20971e+06,7.987704e+06,0.85288614,1.0748715,-0.6925199,1130.6445,10634.185,80830.83,287648.9,1.0832458e+06,2.1115798e+06,1.9534495,2.0398967,3.7828097,1.6311736e+07,0.035248198,6.012561e+06
867,Colorado,2024-09-09,1.442214e+06,3.150765e+06,6.271334e+06,-1.4669262,1.1906235,-0.33036044,2901.9546,15162.993,63462.184,332775.9,1.0832458e+06,2.2465185e+06,4.3338904,2.9086337,2.791579,1.0637812e+07,0.03460525,6.012561e+06
868,Colorado,2024-09-16,921694.0,2.499429e+06,1.0355096e+07,-2.4808955,1.2890563,-1.1401196,1854.5889,12028.452,104787.44,336700.0,941538.3,2.278267e+06,2.7374325,2.654623,4.5451636,9.157741e+06,0.035184994,6.012561e+06
869,Colorado,2024-09-23,1.152313e+06,3.664972e+06,8.810794e+06,-0.6079384,1.3687347,-0.7030019,2318.6294,17637.604,89160.016,296908.78,972495.25,2.3230968e+06,3.8810346,3.7686272,3.7926936,1.832781e+07,0.035066105,6.012561e+06
870,Colorado,2024-09-30,581653.0,1.388235e+06,9.433074e+06,-0.31027713,1.4284966,0.045934904,1170.3745,6680.853,95457.12,266482.44,966125.1,2.3230968e+06,2.182708,1.4369098,4.06056,2.1286542e+07,0.03454858,6.012561e+06
871,Colorado,2024-10-07,941295.0,1.348921e+06,6.169051e+06,-0.92012495,1.4674709,-0.6665996,1894.029,6491.6553,62427.14,311409.75,1.0832458e+06,2.3230968e+06,3.0226884,1.2452586,2.655529,1.4743544e+07,0.035417974,6.012561e+06
872,Colorado,2024-10-14,456067.0,2.480855e+06,1.0459873e+07,1.8446681,1.485089,0.70998675,917.67633,11939.065,105847.72,357654.84,1.0832458e+06,2.3230968e+06,1.2751607,2.2902055,4.502556,3.0084298e+07,0.03504918,6.012561e+06
873,Colorado,2024-10-21,1.345648e+06,1.317727e+06,7.957594e+06,1.5590696,1.481094,-0.5733636,2707.649,6341.535,80526.13,348684.66,1.00881594e+06,2.3230968e+06,3.8592105,1.3062111,3.4254248,2.177606e+07,0.03538799,6.012561e+06
874,Colorado,2024-10-28,501176.0,2.78396e+06,8.612194e+06,-2.4211078,1.4555442,1.9430159,1008.4425,13397.752,87150.305,310908.88,1.0505589e+06,2.3230968e+06,1.6119714,2.64998,3.707204,1.805803e+07,0.034513395,6.012561e+06
875,Colorado,2024-11-04,836922.0,3.701796e+06,8.109363e+06,1.7021242,1.4088124,-0.9563522,1684.0146,17814.82,82061.95,269175.72,1.0832458e+06,2.3230968e+06,3.109205,3.4173193,3.4907556,2.1876682e+07,0.035432395,6.012561e+06
876,Colorado,2024-11-11,1.185111e+06,3.513683e+06,8.348276e+06,1.7677453,1.3415796,0.6742951,2384.624,16909.53,84479.61,432124.7,1.0832458e+06,2.3230968e+06,2.742521,3.2436616,3.5935984,2.7128476e+07,0.03515788,6.012561e+06
877,Colorado,2024-11-18,629095.0,3.602914e+06,7.592916e+06,-0.8383543,1.2548265,-0.18143252,1265.835,17338.951,76835.81,213430.02,1.0832458e+06,2.2243468e+06,2.9475482,3.3260355,3.413549,1.5665399e+07,0.035226732,6.012561e+06
878,Colorado,2024-11-25,574531.0,2.877862e+06,3.549003e+06,1.5183972,1.1498182,-1.4281392,1156.044,13849.653,35913.81,214712.66,1.0832458e+06,2.0991682e+06,2.675815,2.6567023,1.690671,1.7742086e+07,0.035210848,6.012561e+06
879,Colorado,2024-12-02,408456.0,3.937277e+06,4.2604e+06,1.729584,1.0280858,-1.207773,821.87573,18948.066,43112.723,236466.42,929400.8,2.0725406e+06,1.72733,4.2363605,2.055641,2.106958e+07,0.03461424,6.012561e+06
880,Colorado,2024-12-09,643117.0,5.006695e+06,6.827814e+06,0.25499982,0.8914045,2.2323475,1294.0493,24094.62,69093.43,186987.9,1.0832458e+06,2.0436331e+06,3.4393513,4.621938,3.3410172,2.3675196e+07,0.035254646,6.012561e+06
881,Colorado,2024-12-16,435960.0,1.177894e+06,7.141868e+06,-0.18300012,0.7417674,-0.14606671,877.218,5668.5913,72271.47,152708.19,1.0550802e+06,1.7943501e+06,2.854854,1.116402,3.9801972,1.4489417e+07,0.034705594,6.012561e+06
882,Colorado,2024-12-23,412649.0,2.481905e+06,1.793612e+06,-0.15725872,0.5813566,-0.38124686,830.3127,11944.118,18150.293,190281.84,895971.4,1.694712e+06,2.1686177,2.7700717,1.058358,1.1582035e+07,0.03472988,6.012561e+06
883,Colorado,2024-12-30,862823.0,3.841996e+06,1.722919e+06,-0.20749325,0.41251114,-0.61554414,1736.1313,18489.527,17434.92,251141.77,1.0782852e+06,1.529575e+06,3.4356015,3.563061,1.1264037,1.4033805e+07,0.034720093,6.012561e+06
884,Colorado,2025-01-06,738733.0,1.304601e+06,3.277408e+06,0.5962603,1.2248398,0.77193,1486.4434,6278.366,33165.43,331923.88,1.0832458e+06,2.1745952e+06,2.225609,1.2043442,1.5071344,2.409931e+07,0.035004564,6.012561e+06
885,Colorado,2025-01-13,1.352153e+06,915647.0,5.767148e+06,-0.62775373,1.1341982,0.06466923,2720.738,4406.533,58360.12,331937.06,818906.5,2.1353972e+06,4.073523,1.1181335,2.7007375,1.1005697e+07,0.0352719,6.012561e+06
886,Colorado,2025-01-20,641458.0,1.903462e+06,3.98859e+06,0.23719786,1.0270604,0.63191265,1290.7113,9160.373,40362.168,328268.7,647183.4,1.8657508e+06,1.9540646,2.9411476,2.1377938,2.1643504e+07,0.035107758,6.012561e+06
