geo,time,Channel0_impression,Channel1_impression,Channel2_impression,Channel3_impression,competitor_activity_score_control,sentiment_score_control,Channel0_spend,Channel1_spend,Channel2_spend,Channel3_spend,conversions,revenue_per_conversion,population,Channel3_reach,Channel3_frequency
Geo10,6/14/21,1643231,313659,1008695,772740,0.4250034,2.4005446,18269.469,3586.2505,12046.071,9087.892,22105732,0.034998685,977475.9,533755,1.4477428
Geo10,6/21/21,2138814,1060363,1275755,143767,2.7818217,2.0557983,23779.37,12123.763,15235.364,1690.7872,23861152,0.035481762,977475.9,133447,1.077334
Geo10,6/28/21,2585166,2009517,1253954,1734682,-1.5539284,-0.56725705,28741.918,22976.008,14975.012,20400.914,15963574,0.035007574,977475.9,812248,2.1356556
Geo10,7/5/21,2781275,1889987,1454427,2068669,2.9058425,2.9707742,30922.26,21609.35,17369.107,24328.805,25561576,0.035239078,977475.9,859595,2.4065623
Geo10,7/12/21,1703704,347970,2008827,495195,-0.39672935,-0.39561963,18941.809,3978.5486,23989.883,5823.794,17807942,0.03489288,977475.9,388386,1.2750074
Geo10,7/19/21,2587104,1657329,1921964,250568,1.887949,-3.4902155,28763.465,18949.23,22952.543,2946.8318,11675608,0.0353654,977475.9,221755,1.1299317
Geo10,7/26/21,1444135,276781,1892452,1044206,3.1631517,0.84967875,16055.916,3164.6023,22600.104,12280.497,22543366,0.03491521,977475.9,641325,1.628201
Geo10,8/2/21,862611,1226520,1534226,418711,6.3707814,-3.892338,9590.523,14023.535,18322.086,4924.296,22379838,0.034522697,977475.9,340581,1.2294021
Geo10,8/9/21,2191669,1859103,1686164,0,3.356357,2.988298,24367.012,21256.234,20136.564,0,25809652,0.034743764,977475.9,0,0
Geo10,8/16/21,3183884,2749530,2408971,1333662,3.8114858,2.3368828,35398.473,31437.018,28768.494,15684.675,22961776,0.034743987,977475.9,727845,1.8323435
Geo10,8/23/21,3273542,1280217,0,254912,-3.4107535,6.537554,36395.293,14637.485,0,2997.92,20803062,0.035411183,977475.9,224106,1.1374618
Geo10,8/30/21,3215460,1082315,960208,340624,-0.68566346,-0.16149819,35749.535,12374.753,11467.028,4005.945,18718988,0.03457333,977475.9,287665,1.1840996
Geo10,9/6/21,1638616,1638268,0,695562,-0.23615807,-2.1913662,18218.16,18731.295,0,8180.2314,14536493,0.03466906,977475.9,498399,1.3955927
Geo10,9/13/21,2478272,1446744,2571456,164334,-0.7020096,-1.1371489,27553.469,16541.488,30708.93,1932.6676,17225010,0.034575023,977475.9,151410,1.0853577
Geo10,9/20/21,1588133,2687652,21271,1392703,1.135797,1.6273577,17656.889,30729.53,254.02325,16379.033,22799700,0.034962222,977475.9,742146,1.876589
Geo10,9/27/21,1744467,1323836,96148,918919,1.7873544,-2.886662,19395.012,15136.207,1148.2219,10807.046,15314285,0.034766812,977475.9,596994,1.5392432
Geo10,10/4/21,2009221,2679278,1022466,2328227,-2.834376,1.006958,22338.55,30633.783,12210.528,27381.363,17927210,0.03479841,977475.9,887497,2.6233633
Geo10,10/11/21,3446772,911914,720819,1268180,2.7334905,-1.7780896,38321.266,10426.457,8608.189,14914.567,20957760,0.034860387,977475.9,710482,1.7849573
Geo10,10/18/21,1751582,1293886,808125,0,-2.5006518,-1.9894042,19474.117,14793.7705,9650.817,0,16133153,0.0348764,977475.9,0,0
Geo10,10/25/21,3388828,1292810,1008563,527573,1.4112735,2.2619128,37677.043,14781.468,12044.495,6204.579,27774018,0.034554902,977475.9,408100,1.2927542
Geo10,11/1/21,2071675,1932209,1639486,789948,-0.47061294,2.1706138,23032.916,22092.098,19579.125,9290.269,20158438,0.035047643,977475.9,540666,1.4610647
Geo10,11/8/21,3242023,1793894,1564708,661962,-1.2620788,0.40330046,36044.863,20510.66,18686.11,7785.075,20674040,0.03451837,977475.9,480348,1.3780884
Geo10,11/15/21,2453015,951038,0,0,-7.007073,1.6995782,27272.66,10873.785,0,0,13221705,0.03539463,977475.9,0,0
Geo10,11/22/21,2807810,1647686,78847,153716,-0.67088616,1.2626436,31217.277,18838.977,941.6093,1807.7936,19519288,0.034953967,977475.9,142627,1.0777483
Geo10,11/29/21,1893498,1677994,854804,870347,2.4034166,-7.868165,21051.941,19185.506,10208.27,10235.81,11272580,0.035143975,977475.9,576172,1.510568
Geo10,12/6/21,2772416,993578,1637553,1458118,-1.1750801,1.0330884,30823.766,11360.17,19556.041,17148.354,20992750,0.035313383,977475.9,758023,1.9235802
Geo10,12/13/21,1760650,1695554,1476374,827282,-2.6489124,-5.37267,19574.936,19386.281,17631.203,9729.339,9105598,0.035372447,977475.9,557407,1.4841615
Geo10,12/20/21,1993927,1487262,3331166,978459,1.6550944,-0.88007164,22168.514,17004.754,39781.562,11507.272,20770168,0.035362374,977475.9,618501,1.5819845
Geo10,12/27/21,2496762,2326386,2041333,0,-5.8234415,0.47152975,27759.041,26598.959,24378.076,0,14050462,0.03517787,977475.9,0,0
Geo10,1/3/22,2260456,1114704,1220526,997280,-0.17068404,-1.0356483,25131.787,12745.076,14575.807,11728.618,21314872,0.035009336,977475.9,625329,1.5948085
Geo10,1/10/22,2283910,2126218,1233516,0,4.5765457,-3.653964,25392.549,24310.318,14730.937,0,21365140,0.03472263,977475.9,0,0
Geo10,1/17/22,2348604,1934746,491775,0,-2.029523,-1.2570603,26111.816,22121.105,5872.892,0,17828664,0.03492813,977475.9,0,0
Geo10,1/24/22,2758569,1306201,1930329,1251578,4.7145557,4.6206684,30669.814,14934.575,23052.44,14719.317,27224070,0.03500808,977475.9,705385,1.7743189
Geo10,1/31/22,2146671,1470643,508448,0,1.1540998,-0.4295057,23866.723,16814.738,6072.005,0,20943346,0.03537563,977475.9,0,0
Geo10,2/7/22,3537979,1150271,963321,575404,-4.272793,-3.4092946,39335.31,13151.734,11504.205,6767.1006,12207634,0.034899704,977475.9,434314,1.3248571
Geo10,2/14/22,2706951,1078703,1716378,1181032,-0.9545032,1.3284078,30095.926,12333.455,20497.387,13889.653,21863646,0.03489865,977475.9,685421,1.7230753
Geo10,2/21/22,1162692,1873210,1197947,279454,3.0729146,3.352882,12926.828,21417.527,14306.163,3286.5488,21555952,0.035272893,977475.9,242908,1.150452
Geo10,2/28/22,671775,1482581,0,0,4.70502,-4.0286713,7468.805,16951.232,0,0,14211771,0.03504914,977475.9,0,0
Geo10,3/7/22,1874254,808517,1802466,1326449,0.61016107,0.73438066,20837.986,9244.257,21525.47,15599.846,20467678,0.035415106,977475.9,726158,1.8266672
Geo10,3/14/22,1905206,913699,804790,1346163,3.3898664,1.8364624,21182.111,10446.866,9610.99,15831.694,23639678,0.03498847,977475.9,731068,1.841365
Geo10,3/21/22,1764853,2951727,1089924,834098,-3.750465,5.311676,19621.664,33748.855,13016.127,9809.499,21330672,0.034814402,977475.9,560944,1.4869541
Geo10,3/28/22,2723890,1442605,1198240,1133350,-2.358551,-0.05216017,30284.254,16494.164,14309.662,13328.885,12476372,0.035438158,977475.9,671064,1.6888851
Geo10,4/4/22,2123178,1938516,863397,216016,1.3516064,7.17329,23605.527,22164.21,10310.889,2540.4792,25905248,0.03464777,977475.9,194041,1.1132493
Geo10,4/11/22,2135205,1106200,572313,1846954,-2.5096068,-2.1228938,23739.244,12647.845,6834.696,21721.3,17961138,0.03514398,977475.9,829245,2.2272718
Geo10,4/18/22,3546496,267955,1600790,862335,0.90538305,2.654179,39430,3063.6895,19117.008,10141.583,23576110,0.034516133,977475.9,573268,1.5042441
Geo10,4/25/22,1979574,2289682,1576123,2038015,-2.8551126,5.4499135,22008.936,26179.3,18822.43,23968.295,25405554,0.03546541,977475.9,856509,2.379444
Geo10,5/2/22,1528006,511762,1157857,1260478,1.770668,0.7549137,16988.395,5851.2803,13827.399,14823.987,21566590,0.034637854,977475.9,707070,1.7826778
Geo10,5/9/22,1229414,2102476,736205,973579,5.177917,0.79588664,13668.645,24038.863,8791.933,11449.88,21887292,0.0351037,977475.9,616324,1.5796546
Geo10,5/16/22,2182715,1569992,125561,1746796,0.58537555,-5.062541,24267.46,17950.656,1499.4789,20543.383,16760605,0.034861214,977475.9,813874,2.1462734
Geo10,5/23/22,2495838,1904264,880991,255722,3.6252987,1.7872413,27748.768,21772.586,10521.001,3007.446,25859248,0.034780134,977475.9,225059,1.1362443
Geo10,5/30/22,2320480,843210,1011215,406007,-0.00730182,-1.1912917,25799.135,9640.923,12076.166,4774.8887,16292586,0.03507588,977475.9,332079,1.2226217
Geo10,6/6/22,1866763,2506865,876206,803295,2.245153,1.1107885,20754.701,28662.484,10463.857,9447.237,20694012,0.03472582,977475.9,547801,1.4663993
Geo10,6/13/22,1482400,2367933,1338589,561529,-0.66035306,1.0570784,16481.348,27073.99,15985.743,6603.922,19015598,0.03501714,977475.9,426877,1.3154352
Geo10,6/20/22,1824222,1109221,1478599,1494707,-4.645567,-2.7893386,20281.73,12682.386,17657.775,17578.662,12316602,0.034540508,977475.9,764832,1.9542946
Geo10,6/27/22,2378658,141328,784221,106195,4.028794,2.5404632,26445.959,1615.8873,9365.351,1248.9177,19023418,0.03481587,977475.9,100864,1.0528533
Geo10,7/4/22,2780169,1933228,778292,624703,-8.88084,-0.09557775,30909.965,22103.75,9294.545,7346.8867,8776359,0.035262473,977475.9,461662,1.353161
Geo10,7/11/22,1974443,1792029,1013950,1049678,-2.5760005,1.617218,21951.889,20489.336,12108.828,12344.851,17802912,0.034689847,977475.9,643958,1.6300411
Geo10,7/18/22,3000772,1226866,646000,1020338,-0.40355453,-1.8244607,33362.633,14027.491,7714.683,11999.795,18014958,0.03459962,977475.9,632568,1.6130092
Geo10,7/25/22,3115702,839721,2309446,1663402,1.1089709,2.4096239,34640.426,9601.031,27579.943,19562.617,20841650,0.034813307,977475.9,799098,2.0815995
Geo10,8/1/22,2279584,676959,1112015,25020,-0.31248447,-0.13452227,25344.451,7740.076,13279.943,294.2504,14560572,0.035480306,977475.9,24865,1.0062337
Geo10,8/8/22,2821418,2088323,715498,2192927,-1.047411,-1.6779732,31368.57,23877.043,8544.645,25790.154,18245670,0.034515552,977475.9,873999,2.5090728
Geo10,8/15/22,1362151,2375383,975667,772091,2.2962265,0.5170551,15144.417,27159.172,11651.644,9080.259,24438396,0.034878787,977475.9,532977,1.4486384
Geo10,8/22/22,1843782,2436366,1728082,145415,-5.3200483,5.572356,20499.197,27856.426,20637.16,1710.1687,22286022,0.035252444,977475.9,135533,1.0729121
Geo10,8/29/22,2754122,1194790,1115248,884022,-5.045129,0.068877965,30620.373,13660.747,13318.553,10396.636,13516529,0.034773916,977475.9,581775,1.5195256
Geo10,9/5/22,1162255,1975804,573311,1213414,4.811838,1.2349617,12921.97,22590.547,6846.6143,14270.485,23125706,0.03473261,977475.9,694836,1.7463315
Geo10,9/12/22,2422880,1162199,1279357,858530,0.39286822,-0.62355554,26937.62,13288.114,15278.381,10096.834,17020304,0.034618605,977475.9,571753,1.501575
Geo10,9/19/22,2850188,1882026,629236,1084796,3.4897037,1.3556309,31688.436,21518.326,7514.4834,12757.859,26541718,0.034908514,977475.9,655237,1.655578
Geo10,9/26/22,1696096,1521235,1735516,334169,-0.9831206,-3.875101,18857.223,17393.188,20725.938,3930.0305,15948204,0.035317603,977475.9,283920,1.176983
Geo10,10/3/22,2234094,2279085,2089762,1120838,1.1246334,-2.1722496,24838.693,26058.139,24956.426,13181.735,18639040,0.034921747,977475.9,667180,1.6799635
Geo10,10/10/22,531804,1049110,0,0,3.0163014,-0.3001141,5912.6055,11995.101,0,0,16389553,0.034891333,977475.9,0,0
Geo10,10/17/22,1905767,1597960,183405,868237,9.236205,-1.1535074,21188.348,18270.43,2190.2654,10210.994,22190800,0.035468165,977475.9,576344,1.5064563
Geo10,10/24/22,3258418,222711,1250640,2393102,1.5407349,1.091751,36227.145,2546.3877,14935.436,28144.332,21999722,0.03460209,977475.9,892892,2.6801696
Geo10,10/31/22,875278,1734110,1093803,515950,1.0202091,4.993223,9731.355,19827.115,13062.451,6067.8853,23538218,0.034926765,977475.9,400591,1.287972
Geo10,11/7/22,2995073,1368400,320412,1832906,-0.82999086,2.9361787,33299.27,15645.733,3826.435,21556.088,25523638,0.03521745,977475.9,828316,2.21281
Geo10,11/14/22,2958036,2182532,0,1772798,-4.311637,3.9452727,32887.492,24954.191,0,20849.182,20823294,0.034522675,977475.9,818227,2.1666334
Geo10,11/21/22,1691424,701023,1017263,2343826,-2.816735,0.18041249,18805.28,8015.2144,12148.393,27564.816,19141688,0.0348589,977475.9,888719,2.6373084
Geo10,11/28/22,2385451,1086436,477756,0,1.5628171,5.2246237,26521.482,12421.871,5705.474,0,22952912,0.034786396,977475.9,0,0
Geo10,12/5/22,2512363,1848999,1546883,717884,1.8561141,-0.56023604,27932.492,21140.709,18473.238,8442.752,21331572,0.03467399,977475.9,507978,1.4132187
Geo10,12/12/22,2807547,1751544,2449828,472100,2.119728,0.95825803,31214.354,20026.447,29256.42,5552.1826,24903970,0.034884106,977475.9,375104,1.2585843
Geo10,12/19/22,2813654,1863620,1361196,1002357,1.6889248,1.3406782,31282.25,21307.879,16255.721,11788.327,24282092,0.03511171,977475.9,627858,1.5964708
Geo10,12/26/22,1341853,1397638,1065763,2480007,-0.6179299,-2.19959,14918.743,15980.029,12727.591,29166.389,15911829,0.034941982,977475.9,900123,2.7551868
Geo10,1/2/23,2826647,1303909,1094803,1706007,-7.140524,0.6616238,31426.707,14908.37,13074.394,20063.678,16809326,0.034638368,977475.9,806560,2.1151645
Geo10,1/9/23,1306815,1109999,1032347,2074119,2.1462297,7.0387506,14529.19,12691.281,12328.529,24392.898,29758898,0.034540787,977475.9,859971,2.4118476
Geo10,1/16/23,3295736,606043,1426002,1136324,0.23416762,2.5878587,36642.047,6929.2515,17029.648,13363.86,25454748,0.03538401,977475.9,671618,1.6919202
Geo10,1/23/23,2599659,1289547,2053331,350592,-0.49629587,-3.9677591,28903.05,14744.16,24521.36,4123.175,13021231,0.035407845,977475.9,294728,1.1895442
Geo10,1/30/23,2037527,1139747,788827,2072190,4.3792,-4.40253,22653.258,13031.407,9420.356,24370.213,20062374,0.03507485,977475.9,860296,2.4086943
Geo10,2/6/23,132810,1147157,1662117,849788,1.936868,0.27373222,1476.5837,13116.131,19849.39,9994.023,21102608,0.035341755,977475.9,568004,1.4960951
Geo10,2/13/23,1864025,3407728,1319238,568298,1.373092,-2.1031742,20724.26,38962.586,15754.648,6683.53,17151198,0.035447862,977475.9,430324,1.3206282
Geo10,2/20/23,1413628,487547,854428,1221955,2.9369025,-2.3453226,15716.739,5574.416,10203.779,14370.933,19470950,0.03471782,977475.9,698034,1.7505666
Geo10,2/27/23,1900175,525445,775268,801391,1.2605193,0.5411277,21126.176,6007.726,9258.432,9424.845,21742898,0.035195254,977475.9,546854,1.465457
Geo10,3/6/23,2493850,2197390,825914,2054006,-1.0643722,-5.1013637,27726.664,25124.07,9863.258,24156.357,14681413,0.035047654,977475.9,857849,2.3943677
Geo10,3/13/23,2545069,1540747,1115178,0,1.3930248,0.1444202,28296.12,17616.28,13317.717,0,19650414,0.034644276,977475.9,0,0
Geo10,3/20/23,2422075,741425,1796866,1400122,-0.7336875,-3.1236112,26928.67,8477.154,21458.594,16466.285,12196956,0.035017375,977475.9,743594,1.8829119
Geo10,3/27/23,668733,2154850,739742,761375,0.8122293,-5.5668364,7434.9844,24637.686,8834.172,8954.232,10714140,0.03522329,977475.9,529040,1.4391634
Geo10,4/3/23,2141781,1122972,1109367,0,-2.5961971,-0.69697803,23812.355,12839.609,13248.32,0,16420203,0.034845497,977475.9,0,0
Geo10,4/10/23,2169803,1375005,1654970,0,3.4288359,0.65725005,24123.904,15721.253,19764.04,0,21517412,0.034697346,977475.9,0,0
Geo10,4/17/23,2215605,385223,1299526,416002,5.3840103,5.766129,24633.133,4404.4844,15519.243,4892.436,30937034,0.0347558,977475.9,338433,1.2292005
Geo10,4/24/23,1547139,1162104,634601,462197,-0.09183202,-1.5788789,17201.117,13287.028,7578.5537,5435.7173,16753556,0.03493656,977475.9,368621,1.2538543
Geo10,5/1/23,2807238,1576065,1977809,24797,1.6292496,-1.5863681,31210.918,18020.092,23619.457,291.62778,18482492,0.03545015,977475.9,24310,1.0200329
Geo10,5/8/23,2361979,1221155,1317738,84655,2.432176,-2.1683812,26260.521,13962.193,15736.735,995.59424,17494244,0.035156485,977475.9,80641,1.0497762
Geo10,5/15/23,2216890,1762171,1196270,423095,2.0928168,-2.671232,24647.42,20147.953,14286.136,4975.854,13337518,0.03491249,977475.9,344041,1.2297808
Geo10,5/22/23,2774722,1248858,2467200,673473,0.68119645,-3.9715738,30849.404,14278.938,29463.879,7920.4517,14869220,0.03477376,977475.9,486577,1.3841037
Geo10,5/29/23,1647535,1680228,1751554,2495590,-2.605935,0.2063649,18317.32,19211.049,20917.467,29349.654,15789686,0.03516575,977475.9,901378,2.7686386
Geo10,6/5/23,1896951,1369341,1730726,617320,-1.1397295,2.147108,21090.332,15656.493,20668.734,7260.058,21338184,0.034880113,977475.9,458163,1.3473808
Geo10,6/12/23,1354424,1018590,1243904,685861,-0.85627973,-1.5253522,15058.508,11646.147,14854.992,8066.142,12939871,0.035423055,977475.9,492833,1.3916702
Geo10,6/19/23,3077804,574168,2194036,1565468,1.3731552,-4.455283,34219.074,6564.805,26201.691,18410.854,14886318,0.035335958,977475.9,780629,2.005393
Geo10,6/26/23,1707475,1766930,1127806,559769,-5.981239,-1.3698871,18983.734,20202.365,13468.523,6583.2236,8700900,0.035444226,977475.9,426315,1.3130409
Geo10,7/3/23,881105,1462842,1593714,1381570,1.8765578,9.55742,9796.14,16725.545,19032.506,16248.103,30683820,0.03467673,977475.9,739629,1.867923
Geo10,7/10/23,1445844,0,1338305,628226,-4.5392656,2.8427973,16074.917,0,15982.352,7388.3193,16559840,0.03499459,977475.9,462816,1.3573991
Geo10,7/17/23,1641679,956855,317790,321775,0.117002495,4.9918623,18252.213,10940.294,3795.1226,3784.2695,22959112,0.034994174,977475.9,273986,1.1744213
Geo10,7/24/23,1719223,1016584,1786527,1449005,-0.7742935,-2.0526412,19114.35,11623.212,21335.123,17041.18,11179226,0.034511164,977475.9,754728,1.9199036
Geo10,7/31/23,1601839,2453736,1719327,1450886,2.7895536,0.86150575,17809.271,28055.027,20532.605,17063.3,24127486,0.035058666,977475.9,756199,1.9186563
Geo10,8/7/23,2207709,1957144,1944449,1019307,4.1199393,-0.04905813,24545.344,22377.195,23221.064,11987.669,23413688,0.034827597,977475.9,632736,1.6109515
Geo10,8/14/23,1605807,1661757,1277832,2286316,0.44018367,-1.3553348,17853.389,18999.86,15260.169,26888.465,17495526,0.03516639,977475.9,883450,2.5879405
Geo10,8/21/23,2694664,1074542,0,885443,-2.5353274,0.15482712,29959.318,12285.88,0,10413.348,16978628,0.034942444,977475.9,582357,1.5204471
Geo10,8/28/23,2551981,3016196,2025650,238294,-4.959341,-2.5699887,28372.967,34485.97,24190.785,2802.4822,13695681,0.034539226,977475.9,212076,1.1236255
Geo10,9/4/23,1365734,1899602,1131457,1585570,1.3077973,-3.6670556,15184.253,21719.283,13512.124,18647.266,19976016,0.034927193,977475.9,785104,2.0195668
Geo10,9/11/23,2787682,2047324,2678288,1121012,-1.5929899,0.60658246,30993.494,23408.277,31984.742,13183.782,17404528,0.034556836,977475.9,666738,1.6813381
Geo10,9/18/23,3467360,818549,1134247,611544,4.6522565,1.0568289,38550.164,9358.959,13545.443,7192.129,26436084,0.035303228,977475.9,453915,1.3472655
Geo10,9/25/23,1588698,3225863,1789194,1634068,-1.009146,-2.8620038,17663.17,36883.215,21366.973,19217.633,19345602,0.034649998,977475.9,793824,2.0584764
Geo10,10/2/23,2418354,1192852,761382,1420453,-5.5095477,7.304043,26887.299,13638.589,9092.602,16705.39,23356468,0.03473627,977475.9,748509,1.89771
Geo10,10/9/23,2387047,1539413,1201211,1738273,-1.6229641,-0.78440416,26539.227,17601.027,14345.143,20443.146,20438718,0.034671344,977475.9,811660,2.141627
Geo10,10/16/23,2326258,1655732,504904,1057584,-0.9241732,-1.7264868,25863.375,18930.973,6029.6816,12437.83,18760170,0.034681782,977475.9,645491,1.6384178
Geo10,10/23/23,2328694,410429,1543315,806056,-5.724714,2.635086,25890.457,4692.6797,18430.629,9479.708,16335590,0.035115253,977475.9,548551,1.4694276
Geo10,10/30/23,2998668,1824598,2259025,355639,-2.2772005,-3.1593437,33339.24,20861.717,26977.805,4182.531,14775809,0.034973383,977475.9,297588,1.1950717
Geo10,11/6/23,1090429,1666244,1320817,1772549,1.0085107,-0.61352235,12123.407,19051.162,15773.506,20846.252,19360958,0.035251144,977475.9,817899,2.167198
Geo10,11/13/23,1962057,1397768,1569592,2396978,-0.913885,-1.1425788,21814.182,15981.516,18744.436,28189.918,19172892,0.03505433,977475.9,893418,2.68293
Geo10,11/20/23,2624763,743449,1787454,1803322,-0.2139636,-0.0410659,29182.158,8500.296,21346.193,21208.162,24509358,0.034653064,977475.9,822709,2.1919317
Geo10,11/27/23,2724716,1202245,1091919,1689610,7.611006,0.45452416,30293.438,13745.984,13039.952,19870.84,26601980,0.0348977,977475.9,803594,2.1025667
Geo10,12/4/23,2015322,1247625,1282457,1089962,0.8004323,-2.155314,22406.383,14264.841,15315.401,12818.615,20482982,0.035370205,977475.9,656815,1.6594658
Geo10,12/11/23,1737203,979701,0,414103,3.5727782,1.2076021,19314.252,11201.506,0,4870.103,23180616,0.034702394,977475.9,337758,1.2260346
Geo10,12/18/23,3547382,2343055,468489,1667638,-0.6369575,-0.6121237,39439.85,26789.547,5594.805,19612.436,21876222,0.0349177,977475.9,800118,2.08424
Geo10,12/25/23,2655418,663657,1960296,985913,-0.9302436,-0.35122797,29522.98,7587.9863,23410.312,11594.936,17516488,0.03469229,977475.9,620705,1.5883762
Geo10,1/1/24,1227786,1622505,658330,233619,-2.656796,1.2621003,13650.545,18551.068,7861.9307,2747.5012,18971288,0.035171658,977475.9,207844,1.1240113
Geo10,1/8/24,1794038,169395,1727868,2007607,0.9371463,2.0363078,19946.145,1936.7941,20634.604,23610.678,19618354,0.034511186,977475.9,852205,2.3557794
Geo10,1/15/24,1989910,3053677,1107766,2454366,-2.9478874,3.8511086,22123.852,34914.51,13229.2,28864.834,20285574,0.034649562,977475.9,897619,2.734307
Geo11,1/25/21,515392,107123,7885,0,-2.8368032,0.040818054,5730.1367,1224.8011,94.16451,0,4207469,0.034895882,240069.14,0,0
Geo11,2/1/21,517791,92696,227958,11763,2.0553787,3.4265785,5756.8086,1059.8486,2722.3276,138.34003,5107645,0.035390265,240069.14,11584,1.0154524
Geo11,2/8/21,595497,457741,355803,258234,-1.602144,-0.65057826,6620.745,5233.626,4249.0825,3036.9888,4337238,0.03492836,240069.14,158150,1.6328422
Geo11,2/15/21,621129,105549,145367,0,2.947826,0.8055041,6905.722,1206.8047,1736.0067,0,5550844.5,0.035237506,240069.14,0,0
Geo11,2/22/21,440890,298136,383610,290315,-1.852514,-1.9019856,4901.8223,3408.7668,4581.16,3414.2808,4177936,0.03516569,240069.14,168284,1.7251492
Geo11,3/1/21,536620,280169,189136,163271,-0.68725675,3.046136,5966.15,3203.3394,2258.7063,1920.1661,5629654.5,0.03484869,240069.14,118294,1.3802137
Geo11,3/8/21,598398,92562,371512,116405,-3.636742,4.5551505,6652.9985,1058.3165,4436.683,1368.9935,5765800.5,0.03529555,240069.14,92147,1.2632533
Geo11,3/15/21,305506,151705,158052,341215,1.1867467,1.8631268,3396.6206,1734.5338,1887.4939,4012.8958,5134929.5,0.03517405,240069.14,181787,1.8770044
Geo11,3/22/21,524590,138458,680309,156632,3.750874,-3.5899749,5832.4,1583.0729,8124.409,1842.0874,4588855,0.03504376,240069.14,115219,1.3594285
Geo11,3/29/21,422192,158505,324798,428669,-2.4709806,3.3796601,4693.9375,1812.2822,3878.8137,5041.4077,5661761,0.035453714,240069.14,199921,2.144192
Geo11,4/5/21,590710,85741,0,152564,-1.9566972,2.1478963,6567.5234,980.328,0,1794.2454,4760907,0.03485963,240069.14,113034,1.3497177
Geo11,4/12/21,574527,242027,327498,405130,0.5421285,5.3032084,6387.6006,2767.239,3911.0576,4764.5747,6595489,0.035214555,240069.14,195568,2.0715556
Geo11,4/19/21,786772,409772,313139,0,-0.15507583,3.4480562,8747.344,4685.168,3739.579,0,5671905.5,0.034707885,240069.14,0,0
Geo11,4/26/21,524117,481954,273138,158607,0.12861,-0.5640596,5827.141,5510.468,3261.878,1865.3147,4758166.5,0.035020553,240069.14,116228,1.3646195
Geo11,5/3/21,350510,301586,443933,165142,1.7919674,2.5266688,3896.9758,3448.2126,5301.552,1942.1702,5597993,0.03499953,240069.14,119257,1.3847573
Geo11,5/10/21,196316,235639,84750,324967,4.3842335,-0.93036836,2182.6445,2694.2014,1012.1043,3821.8093,4878270.5,0.035269614,240069.14,177651,1.8292439
Geo11,5/17/21,598028,519203,199181,161146,-1.9937422,-3.0314374,6648.885,5936.358,2378.666,1895.1748,3623764.8,0.035495657,240069.14,117394,1.3726937
Geo11,5/24/21,884574,456507,355794,646223,2.441887,-6.1072235,9834.708,5219.517,4248.975,7599.975,3257341.5,0.0347309,240069.14,223955,2.8855038
Geo11,5/31/21,274522,221675,410133,158363,-1.563616,-1.4643335,3052.1401,2534.5425,4897.9043,1862.4451,4330046,0.034859844,240069.14,116186,1.3630128
Geo11,6/7/21,653784,295799,255610,205374,1.1023902,-2.0507174,7268.7812,3382.0464,3052.5544,2415.323,4627427,0.034845002,240069.14,138022,1.4879801
Geo11,6/14/21,443592,449781,453948,20459,0.7112518,0.7523154,4931.8633,5142.6147,5421.1533,240.61026,5009596,0.034782063,240069.14,19449,1.0519307
Geo11,6/21/21,519670,143600,179771,0,-2.8419478,-2.3713062,5777.6997,1641.8645,2146.8674,0,3571682.2,0.03498356,240069.14,0,0
Geo11,6/28/21,502417,349344,157970,387580,2.2538385,3.0286438,5585.8804,3994.2583,1886.5146,4558.1763,5541575.5,0.03520196,240069.14,192334,2.0151403
Geo11,7/5/21,396833,587052,222490,697964,-0.052074406,0.51229966,4411.9956,6712.1157,2657.0276,8208.48,5246354.5,0.035479575,240069.14,226829,3.0770493
Geo11,7/12/21,621031,478306,435109,475522,1.4541074,1.2986851,6904.633,5468.758,5196.1733,5592.4277,6007554.5,0.03455166,240069.14,207016,2.2970302
Geo11,7/19/21,753996,192934,744671,178500,-0.78044033,-1.7129595,8382.939,2205.9294,8893.035,2099.2683,3597412,0.034532912,240069.14,125506,1.4222428
Geo11,7/26/21,276566,145586,75663,329927,1.3486286,0.35361415,3074.8652,1664.5717,903.58527,3880.1418,5285587,0.035129152,240069.14,179189,1.8412235
Geo11,8/2/21,318542,451439,515766,200837,-0.84264004,1.9246421,3541.5552,5161.5713,6159.3984,2361.965,6141070,0.035404887,240069.14,135800,1.4789175
Geo11,8/9/21,725742,317012,541040,82159,-2.280851,4.4960976,8068.8115,3624.5874,6461.226,966.23975,6168471,0.034799162,240069.14,69630,1.1799368
Geo11,8/16/21,534427,664251,579629,230537,-0.3726952,4.1851225,5941.768,7594.778,6922.065,2711.2551,5438195.5,0.034539066,240069.14,148134,1.5562733
Geo11,8/23/21,619273,158840,156356,227186,4.7821264,0.24108896,6885.0874,1816.1125,1867.2399,2671.8455,5425932,0.034872655,240069.14,146905,1.5464824
Geo11,8/30/21,470578,292281,385295,206467,-0.40269855,2.2169776,5231.894,3341.823,4601.283,2428.1772,5465141.5,0.035159577,240069.14,138444,1.4913394
Geo11,9/6/21,284756,402053,82423,135912,1.9185387,2.9782403,3165.9219,4596.9116,984.31476,1598.4077,5900419,0.03458069,240069.14,103988,1.306997
Geo11,9/13/21,373454,349123,579309,242445,-4.962577,5.168119,4152.0674,3991.7317,6918.2437,2851.3005,5525517.5,0.034834445,240069.14,152317,1.5917133
