,geo,time,Display_impression,Social_impression,TV_impression,competitor_activity_score_control,sentiment_score_control,Display_spend,Social_spend,TV_spend,Display_reach,Social_reach,TV_reach,Display_frequency,Social_frequency,TV_frequency,conversions,revenue_per_conversion,population
1194,Hawaii,2022-01-10,487684.0,714878.0,156273.0,2.6165736,4.633835,5637.999,7952.9893,1815.7997,167507.0,194384.58,86812.68,2.9114246,3.677647,1.8001201,4.272621e+07,0.03452696,1.43282e+06
1195,Hawaii,2022-01-17,574022.0,709993.0,341398.0,-2.1096299,-1.7181684,6636.132,7898.644,3966.8425,156396.94,202981.62,91352.2,3.6702888,3.4978209,3.7371666,1.862535e+07,0.035308573,1.43282e+06
1196,Hawaii,2022-01-24,654074.0,733443.0,180185.0,-1.3974147,-1.1481168,7561.594,8159.524,2093.643,163968.25,188572.89,59921.984,3.9890254,3.8894393,3.0069916,1.5624768e+07,0.03458473,1.43282e+06
1197,Hawaii,2022-01-31,303353.0,476413.0,219917.0,-5.095416,-1.1434839,3506.992,5300.0757,2555.3052,153480.72,179019.47,79172.87,1.9764904,2.661234,2.7776814,1.259007e+07,0.034983438,1.43282e+06
1198,Hawaii,2022-02-07,415408.0,879157.0,179978.0,2.4240339,-2.6393256,4802.433,9780.587,2091.2378,149584.38,211022.38,90199.15,2.7770786,4.1661777,1.9953454,1.6467026e+07,0.034872387,1.43282e+06
1199,Hawaii,2022-02-14,378954.0,421050.0,103544.0,4.188166,1.8143871,4380.997,4684.1646,1203.12,170873.16,181077.97,68510.305,2.2177513,2.3252442,1.511363,3.0223058e+07,0.03491061,1.43282e+06
1200,Hawaii,2022-02-21,519094.0,338481.0,305956.0,1.5449822,7.0863295,6001.1226,3765.5876,3555.0276,159724.95,198923.03,67400.87,3.249921,1.7015684,4.539343,3.5430532e+07,0.034526523,1.43282e+06
1201,Hawaii,2022-02-28,715750.0,465711.0,315797.0,-3.1446798,-0.34767947,8274.615,5181.016,3669.374,166480.06,208295.64,75675.84,4.299316,2.2358189,4.1730275,1.5660242e+07,0.03478086,1.43282e+06
1202,Hawaii,2022-03-07,510946.0,202913.0,249673.0,-3.839199,0.83502173,5906.9253,2257.399,2901.0525,158508.19,179624.81,54723.19,3.2234654,1.1296482,4.562473,2.039865e+07,0.034577042,1.43282e+06
1203,Hawaii,2022-03-14,685092.0,688239.0,330597.0,2.0195336,4.237977,7920.1855,7656.6313,3841.3413,167822.47,216930.73,88029.08,4.08224,3.172619,3.7555404,2.933033e+07,0.0346193,1.43282e+06
1204,Hawaii,2022-03-21,538974.0,252783.0,137706.0,6.827793,-2.4384658,6230.95,2812.2007,1600.0621,148829.28,211472.02,61245.94,3.6214216,1.1953515,2.2484066,2.3984318e+07,0.03496065,1.43282e+06
1205,Hawaii,2022-03-28,277918.0,872710.0,200983.0,1.553982,-3.689247,3212.9438,9708.864,2335.3035,172317.55,199122.45,47812.797,1.612827,4.382782,4.2035356,1.2267808e+07,0.035137687,1.43282e+06
1206,Hawaii,2022-04-04,516195.0,530088.0,139007.0,0.6046759,-0.22288015,5967.608,5897.208,1615.179,159906.77,183377.12,74503.94,3.2281027,2.8906984,1.8657628,2.2757098e+07,0.03475995,1.43282e+06
1207,Hawaii,2022-04-11,533817.0,348463.0,351261.0,7.3062983,-0.08578012,6171.3315,3876.637,4081.4448,170599.53,192883.0,75296.414,3.1290674,1.8066041,4.665038,3.1804456e+07,0.03513161,1.43282e+06
1208,Hawaii,2022-04-18,544717.0,346389.0,245310.0,-2.1891508,1.1917684,6297.3438,3853.5637,2850.357,148600.92,202462.98,49522.19,3.6656353,1.7108773,4.9535456,1.702425e+07,0.035160523,1.43282e+06
1209,Hawaii,2022-04-25,264826.0,295212.0,245250.0,-1.4621217,2.1108336,3061.5903,3284.2217,2849.6597,149177.16,211832.03,58973.06,1.7752453,1.393614,4.1586733,2.4590426e+07,0.034989636,1.43282e+06
1210,Hawaii,2022-05-02,361013.0,330369.0,143170.0,-2.9448373,-1.2180243,4173.5854,3675.342,1663.5505,170366.47,216623.31,78316.29,2.1190383,1.525083,1.8280957,7.9658075e+06,0.03519033,1.43282e+06
1211,Hawaii,2022-05-09,624274.0,752865.0,59200.0,2.597994,5.4511995,7217.0835,8375.593,687.86896,159923.78,186348.8,46017.86,3.9035695,4.0400853,1.2864505,3.245212e+07,0.035492618,1.43282e+06
1212,Hawaii,2022-05-16,331608.0,604206.0,95097.0,-2.388901,3.9685602,3833.6414,6721.7676,1104.9708,175499.7,208703.78,53289.418,1.8895097,2.8950403,1.7845346,2.708388e+07,0.034523156,1.43282e+06
1213,Hawaii,2022-05-23,638927.0,361075.0,157378.0,-1.2910386,-6.055024,7386.4834,4016.945,1828.6392,167572.31,191855.2,31255.129,3.8128455,1.8820199,5.0352635,5.4067875e+06,0.03517604,1.43282e+06
1214,Hawaii,2022-05-30,850792.0,269534.0,248007.0,6.836817,0.95188475,9835.804,2998.555,2881.6943,171658.5,168599.22,53039.59,4.9563036,1.5986681,4.675893,3.3954696e+07,0.035003033,1.43282e+06
1215,Hawaii,2022-06-06,327487.0,382847.0,314602.0,1.8271211,-2.1977925,3785.9993,4259.1577,3655.489,179775.73,210834.77,76232.555,1.8216416,1.8158618,4.126874,1.3792715e+07,0.03501029,1.43282e+06
1216,Hawaii,2022-06-13,690000.0,803128.0,125577.0,2.8399296,2.4730625,7976.926,8934.767,1459.1304,171181.69,192117.92,52277.375,4.0308075,4.1803927,2.4021356,2.8267384e+07,0.034853913,1.43282e+06
1217,Hawaii,2022-06-20,500355.0,934386.0,204669.0,-3.6401925,-0.5839859,5784.4854,10395.007,2378.1326,151108.36,193662.38,46682.72,3.311236,4.8248205,4.384248,1.4069107e+07,0.03493569,1.43282e+06
1218,Hawaii,2022-06-27,161012.0,731971.0,70207.0,4.309448,2.561331,1861.4215,8143.1484,815.76373,157263.14,192114.5,52912.11,1.0238364,3.8100774,1.326857,2.433873e+07,0.035235837,1.43282e+06
1219,Hawaii,2022-07-04,505243.0,485328.0,227243.0,-1.3793769,-3.8721352,5840.994,5399.255,2640.429,150045.02,197252.73,52962.22,3.3672755,2.4604392,4.2906632,1.3850612e+07,0.03534809,1.43282e+06
1220,Hawaii,2022-07-11,294222.0,797695.0,186739.0,-0.8490921,-5.98676,3401.4307,8874.325,2169.7966,153355.42,201036.88,67737.25,1.9185648,3.9679055,2.7568147,9.195146e+06,0.034751087,1.43282e+06
1221,Hawaii,2022-07-18,192847.0,695647.0,231604.0,-2.9947968,-1.8446156,2229.4583,7739.045,2691.1013,174192.7,231656.42,74582.87,1.1070921,3.0029256,3.1053257,1.6582162e+07,0.035170842,1.43282e+06
1222,Hawaii,2022-07-25,638650.0,707038.0,153004.0,-0.7000015,-1.4278839,7383.281,7865.7695,1777.8158,156988.23,188680.06,88964.23,4.068138,3.7472856,1.7198342,1.5763094e+07,0.03508294,1.43282e+06
1223,Hawaii,2022-08-01,536432.0,808806.0,205493.0,3.0137496,1.221193,6201.563,8997.935,2387.707,162670.55,194787.92,75270.0,3.297658,4.1522403,2.7300801,2.8288352e+07,0.035113007,1.43282e+06
1224,Hawaii,2022-08-08,174413.0,784333.0,58205.0,-1.760653,4.931487,2016.3473,8725.674,676.3076,167670.4,201160.33,38902.617,1.0402149,3.8990452,1.4961599,2.7004634e+07,0.034804456,1.43282e+06
1225,Hawaii,2022-08-15,196050.0,881952.0,207893.0,-4.120924,-6.133112,2266.4875,9811.681,2415.5935,152165.17,192642.03,87460.41,1.2883993,4.57819,2.3770008,7.781039e+06,0.035349708,1.43282e+06
1226,Hawaii,2022-08-22,463214.0,706948.0,355483.0,-2.1801727,2.6650124,5355.107,7864.7686,4130.502,166472.05,196245.5,83944.484,2.782532,3.602366,4.2347436,2.4173084e+07,0.034852546,1.43282e+06
1227,Hawaii,2022-08-29,194863.0,806481.0,239763.0,0.1615829,-2.6143537,2252.765,8972.069,2785.904,165752.44,200960.03,56355.137,1.1756243,4.0131392,4.2545004,1.738783e+07,0.034558684,1.43282e+06
1228,Hawaii,2022-09-05,448677.0,299244.0,158759.0,0.7122243,-1.3311541,5187.0483,3329.0776,1844.6855,140241.69,193746.39,46646.605,3.1993134,1.5445158,3.4034376,2.0510644e+07,0.034880996,1.43282e+06
1229,Hawaii,2022-09-12,499729.0,889194.0,195306.0,3.5381293,-3.2646651,5777.248,9892.248,2269.34,166040.28,209376.56,84407.06,3.0096855,4.2468643,2.3138635,2.6992456e+07,0.034979682,1.43282e+06
1230,Hawaii,2022-09-19,649991.0,449654.0,237458.0,-0.037125744,-0.7746031,7514.3916,5002.383,2759.1213,161636.2,214846.92,62687.273,4.0213194,2.0929046,3.7879725,2.4442826e+07,0.035137292,1.43282e+06
1231,Hawaii,2022-09-26,220097.0,717321.0,279384.0,1.2880868,3.0574236,2544.489,7980.1675,3246.2766,176155.61,174576.81,87247.81,1.2494452,4.108915,3.2021914,2.5820462e+07,0.03531904,1.43282e+06
1232,Hawaii,2022-10-03,412986.0,288120.0,254414.0,-3.1313982,-1.8162239,4774.433,3205.3235,2956.14,143974.31,201289.11,62226.902,2.8684733,1.4313732,4.088485,1.1156507e+07,0.03525864,1.43282e+06
1233,Hawaii,2022-10-10,290325.0,881624.0,44300.0,-2.5810657,0.4830695,3356.3784,9808.032,514.73975,158327.92,185142.38,16081.963,1.833692,4.7618694,2.7546623,2.0996398e+07,0.035018303,1.43282e+06
1234,Hawaii,2022-10-17,634892.0,192833.0,372011.0,2.3383765,1.0524224,7339.8354,2145.2595,4322.5474,145281.77,193840.03,111214.4,4.370076,0.994804,3.3449926,2.0471836e+07,0.03548262,1.43282e+06
1235,Hawaii,2022-10-24,439710.0,635567.0,159388.0,0.056194633,6.3925266,5083.383,7070.6577,1851.9941,131525.7,191246.8,94227.53,3.3431463,3.3232815,1.6915189,3.335904e+07,0.035358295,1.43282e+06
1236,Hawaii,2022-10-31,239501.0,754272.0,140446.0,-5.2850084,1.4067998,2768.8142,8391.246,1631.8993,167934.77,226373.78,40303.668,1.4261541,3.331975,3.4846873,1.7694382e+07,0.034534656,1.43282e+06
1237,Hawaii,2022-11-07,330276.0,635283.0,153972.0,-0.7119102,-0.20073469,3818.2424,7067.498,1789.0635,143130.7,191947.36,96565.44,2.3075159,3.3096747,1.5944812,2.1707634e+07,0.035193395,1.43282e+06
1238,Hawaii,2022-11-14,503689.0,868013.0,104086.0,2.6177776,0.35090905,5823.029,9656.61,1209.4177,164484.6,200753.86,75589.03,3.062228,4.3237696,1.3770041,2.5153838e+07,0.035281535,1.43282e+06
1239,Hawaii,2022-11-21,244434.0,469062.0,155514.0,0.7830514,4.836552,2825.8433,5218.296,1806.9806,156846.67,200930.77,93593.1,1.5584288,2.3344433,1.6616008,2.6253242e+07,0.034508757,1.43282e+06
1240,Hawaii,2022-11-28,321114.0,517426.0,341902.0,-4.4198723,3.2526433,3712.3225,5756.3438,3972.6987,154797.39,200257.12,77763.22,2.0744178,2.5838099,4.3967032,2.092093e+07,0.03514356,1.43282e+06
1241,Hawaii,2022-12-05,712368.0,800931.0,76275.0,4.2852488,-0.82483506,8235.518,8910.325,886.2703,159421.72,197510.08,69187.23,4.4684477,4.05514,1.1024371,2.9103268e+07,0.0349326,1.43282e+06
1242,Hawaii,2022-12-12,793896.0,397664.0,205718.0,1.4346483,8.296928,9178.043,4423.996,2390.3213,175948.03,193213.97,63019.496,4.5121074,2.0581512,3.2643576,4.4514348e+07,0.034617264,1.43282e+06
1243,Hawaii,2022-12-19,397454.0,553846.0,369320.0,2.277678,7.0734186,4594.871,6161.5146,4291.28,142639.05,180894.06,89550.72,2.7864294,3.0617118,4.124144,3.7583544e+07,0.03476359,1.43282e+06
1244,Hawaii,2022-12-26,773480.0,548730.0,164262.0,-4.3927317,0.07438555,8942.019,6104.5996,1908.6272,164133.92,194544.47,85457.086,4.7124934,2.8205872,1.9221562,1.4493704e+07,0.03510184,1.43282e+06
1245,Hawaii,2023-01-02,737774.0,709459.0,365668.0,0.043550856,3.045115,8529.2295,7892.703,4248.8457,164732.72,197799.92,71597.31,4.478613,3.5867517,5.107282,2.9448352e+07,0.03501586,1.43282e+06
1246,Hawaii,2023-01-09,320847.0,262353.0,99081.0,0.12236315,-2.796014,3709.2358,2918.6667,1151.2626,151604.08,217085.9,50056.883,2.116348,1.2085218,1.9793698,1.3227198e+07,0.03475872,1.43282e+06
1247,Hawaii,2023-01-16,708914.0,268400.0,152843.0,-4.356313,2.7259064,8195.586,2985.9392,1775.9451,164373.97,208718.27,84537.91,4.3128147,1.2859428,1.8079835,1.8282382e+07,0.034882374,1.43282e+06
1248,Idaho,2021-01-25,27009.0,46196.0,51743.0,-1.6889565,1.5540464,312.24463,513.92865,601.223,6738.799,23187.613,20914.895,4.0080442,1.9922745,2.4739666,3.3517702e+07,0.034748152,2.029733e+06
1249,Idaho,2021-02-01,16075.0,137398.0,80106.0,0.5323435,2.4535415,185.83925,1528.5472,930.7843,12047.976,35791.812,18935.633,1.3342233,3.8388236,4.2304296,3.9883228e+07,0.034851097,2.029733e+06
1250,Idaho,2021-02-08,39348.0,103137.0,210913.0,2.7654548,4.732949,454.89288,1147.395,2450.684,43425.383,95438.11,69682.72,0.9061113,1.080674,3.0267687,5.530039e+07,0.034858324,2.029733e+06
1251,Idaho,2021-02-15,64678.0,429184.0,116617.0,5.719803,2.9306817,747.727,4774.655,1355.0205,46515.535,104724.94,63095.652,1.3904676,4.098207,1.848251,5.120223e+07,0.034956746,2.029733e+06
1252,Idaho,2021-02-22,301318.0,245204.0,39535.0,-1.914429,-0.7657821,3483.4658,2727.8848,459.3733,66057.74,144521.75,17846.908,4.561439,1.6966596,2.2152205,2.053106e+07,0.035264492,2.029733e+06
1253,Idaho,2021-03-01,165812.0,622364.0,241473.0,-3.5486212,5.1907854,1916.9131,6923.775,2805.7732,99130.84,155174.88,61873.203,1.6726567,4.010729,3.9027102,2.164431e+07,0.035440914,2.029733e+06
1254,Idaho,2021-03-08,156649.0,532842.0,226122.0,7.1578946,2.519061,1810.9818,5927.846,2627.4038,100268.63,246727.88,55941.996,1.562295,2.1596358,4.042073,5.1458016e+07,0.035471667,2.029733e+06
1255,Idaho,2021-03-15,311885.0,851550.0,156431.0,3.0633335,-2.0240085,3605.6284,9473.46,1817.6356,120482.37,266838.72,44536.1,2.5886328,3.1912534,3.5124493,3.0103268e+07,0.035359666,2.029733e+06
1256,Idaho,2021-03-22,672039.0,1.413613e+06,153621.0,2.93954,-1.4928795,7769.283,15726.389,1784.985,143082.69,296102.03,45641.31,4.6968594,4.774073,3.3658423,3.63463e+07,0.034510367,2.029733e+06
1257,Idaho,2021-03-29,855446.0,1.249966e+06,537375.0,-4.8554683,-3.6769345,9889.607,13905.822,6243.979,175274.6,309868.72,122702.195,4.8806076,4.0338554,4.379505,8.1240595e+06,0.034654267,2.029733e+06
1258,Idaho,2021-04-05,554085.0,1.062666e+06,568519.0,1.8471104,1.1241623,6405.645,11822.117,6605.854,176517.58,372830.6,149152.61,3.1389792,2.8502643,3.8116581,3.9832796e+07,0.034576684,2.029733e+06
1259,Idaho,2021-04-12,741931.0,1.122936e+06,545942.0,-5.016749,-2.4366956,8577.288,12492.618,6343.5225,167500.77,327608.2,106145.77,4.4294167,3.4276798,5.1433206,8.402167e+06,0.034969833,2.029733e+06
1260,Idaho,2021-04-19,277038.0,942726.0,259794.0,4.087055,-3.2887373,3202.7705,10487.789,3018.6523,170960.69,333894.1,122525.03,1.6204793,2.8234296,2.1203341,2.58395e+07,0.035208005,2.029733e+06
1261,Idaho,2021-04-26,353569.0,841831.0,549971.0,-2.7283034,-0.9504681,4087.527,9365.336,6390.3374,183625.44,381708.3,133710.0,1.9254906,2.205431,4.1131597,2.9095282e+07,0.035173327,2.029733e+06
1262,Idaho,2021-05-03,784632.0,595877.0,379371.0,-1.6950011,-1.2135897,9070.944,6629.108,4408.0664,188987.73,364401.3,122505.84,4.151759,1.6352217,3.096758,2.0918556e+07,0.03511309,2.029733e+06
1263,Idaho,2021-05-10,320361.0,1.143507e+06,477193.0,-4.043255,-2.0016727,3703.6174,12721.47,5544.7,169348.69,336749.16,129298.69,1.8917252,3.3957222,3.6906226,2.1329466e+07,0.03455773,2.029733e+06
1264,Idaho,2021-05-17,461850.0,1.293332e+06,91336.0,1.3553753,1.9811085,5339.338,14388.267,1061.2703,188163.8,369504.88,41567.242,2.4545095,3.5001745,2.1972992,3.3371134e+07,0.034778398,2.029733e+06
1265,Idaho,2021-05-24,708913.0,391446.0,78655.0,-0.301714,-3.33603,8195.574,4354.8213,913.9245,169633.52,324848.44,84890.63,4.1790857,1.2050105,0.9265486,1.35626e+07,0.035471126,2.029733e+06
1266,Idaho,2021-05-31,634939.0,840291.0,124288.0,5.165638,0.6535697,7340.379,9348.204,1444.153,172249.2,358555.0,120504.96,3.6861668,2.3435478,1.0313967,4.7916244e+07,0.035124857,2.029733e+06
1267,Idaho,2021-06-07,503851.0,846366.0,402760.0,3.9830055,1.3414711,5824.902,9415.788,4679.8325,179707.02,387668.7,97292.74,2.803735,2.1832201,4.1396747,4.5541164e+07,0.03455731,2.029733e+06
1268,Idaho,2021-06-14,560325.0,451819.0,164920.0,0.33036044,-2.2645257,6477.784,5026.4683,1916.2727,182557.22,392937.9,124472.6,3.06931,1.1498493,1.3249476,2.6816824e+07,0.034643304,2.029733e+06
1269,Idaho,2021-06-21,726523.0,980474.0,358853.0,-1.9332185,2.4002886,8399.16,10907.734,4169.659,165894.1,311587.75,84615.01,4.379439,3.1467032,4.2410073,2.9076756e+07,0.034854036,2.029733e+06
1270,Idaho,2021-06-28,496683.0,1.623873e+06,431120.0,-0.4225882,-7.6875186,5742.034,18065.521,5009.359,180177.58,334667.2,153111.98,2.7566316,4.8522034,2.8157182,1.6149184e+07,0.035062138,2.029733e+06
1271,Idaho,2021-07-05,299374.0,1.085411e+06,240462.0,-5.5989323,6.0772448,3460.9917,12075.154,2794.0261,179588.4,341113.8,106230.05,1.6669989,3.181962,2.2635972,3.0599776e+07,0.034611266,2.029733e+06
1272,Idaho,2021-07-12,512812.0,973539.0,100144.0,0.31593424,4.4782877,5928.4976,10830.583,1163.614,169804.4,361602.3,100752.664,3.0200186,2.6922925,0.9939607,4.44136e+07,0.035041504,2.029733e+06
1273,Idaho,2021-07-19,758356.0,1.405432e+06,442912.0,-1.1989911,0.19459465,8767.174,15635.375,5146.375,183946.02,365259.44,109257.64,4.122712,3.847763,4.0538297,2.977429e+07,0.03489669,2.029733e+06
1274,Idaho,2021-07-26,239933.0,1.260377e+06,164361.0,3.6558595,2.914929,2773.8083,14021.644,1909.7775,181182.11,316717.38,103585.086,1.3242632,3.9795008,1.5867269,4.567663e+07,0.035418466,2.029733e+06
1275,Idaho,2021-08-02,793453.0,1.133099e+06,248641.0,1.3547553,-1.4103258,9172.922,12605.682,2889.061,177074.16,388732.03,117900.01,4.480909,2.9148595,2.108917,3.0406638e+07,0.035295278,2.029733e+06
1276,Idaho,2021-08-09,362899.0,907080.0,173154.0,1.4879817,1.8873986,4195.389,10091.229,2011.9469,191456.08,345842.6,99552.66,1.8954672,2.6228125,1.7393249,3.8599044e+07,0.034786347,2.029733e+06
1277,Idaho,2021-08-16,621064.0,1.583433e+06,425881.0,0.18845195,-3.5467734,7179.973,17615.629,4948.485,192776.81,363477.88,128997.51,3.2216752,4.3563385,3.3014705,2.8206356e+07,0.034537945,2.029733e+06
1278,Idaho,2021-08-23,750767.0,660198.0,404646.0,-3.8479922,-0.785902,8679.438,7344.6763,4701.747,200928.22,371932.03,119100.65,3.736495,1.7750487,3.3975155,1.9742834e+07,0.034857903,2.029733e+06
1279,Idaho,2021-08-30,732078.0,986043.0,300937.0,2.4209208,4.0111647,8463.38,10969.689,3496.7097,169844.0,346400.7,109708.98,4.310296,2.846539,2.7430513,5.5677764e+07,0.034803998,2.029733e+06
1280,Idaho,2021-09-06,414297.0,1.555046e+06,567524.0,2.6383386,4.525475,4789.5894,17299.824,6594.293,170571.0,348721.2,118861.586,2.4288824,4.4592824,4.7746625,4.733761e+07,0.035391368,2.029733e+06
1281,Idaho,2021-09-13,801712.0,913747.0,388761.0,2.1036847,-4.380494,9268.402,10165.399,4517.1724,189811.77,343725.84,89029.28,4.2237215,2.658359,4.366666,2.1204716e+07,0.03534791,2.029733e+06
1282,Idaho,2021-09-20,707263.0,1.053914e+06,198027.0,-1.4200892,-3.4338517,8176.4995,11724.751,2300.9565,164148.48,332832.5,65260.434,4.308677,3.1665008,3.034417,2.0315248e+07,0.03528623,2.029733e+06
1283,Idaho,2021-09-27,615529.0,1.172417e+06,222261.0,-4.167126,-8.433726,7115.9844,13043.093,2582.5413,181575.47,329124.84,115855.76,3.3899326,3.5622268,1.9184253,476110.34,0.03479376,2.029733e+06
1284,Idaho,2021-10-04,201446.0,681551.0,311095.0,-0.116665125,1.6172161,2328.8694,7582.2275,3614.7397,193399.6,337125.72,71232.664,1.0416045,2.021653,4.3673024,3.137466e+07,0.03469175,2.029733e+06
1285,Idaho,2021-10-11,481042.0,427645.0,437803.0,2.5771875,3.204576,5561.2124,4757.5337,5087.0117,198895.64,386315.1,114486.25,2.4185653,1.1069844,3.8240669,4.6146316e+07,0.03489482,2.029733e+06
1286,Idaho,2021-10-18,662204.0,1.563153e+06,533970.0,-0.5385606,-0.8256253,7655.583,17390.016,6204.415,190470.89,349434.94,120875.12,3.476665,4.4733725,4.417532,2.6002858e+07,0.03528972,2.029733e+06
1287,Idaho,2021-10-25,569891.0,883316.0,164568.0,4.7396107,1.8856609,6588.3745,9826.855,1912.1827,161066.61,365865.7,67268.78,3.5382297,2.414319,2.446422,4.8933504e+07,0.035306145,2.029733e+06
1288,Idaho,2021-11-01,492048.0,1.648044e+06,323095.0,-1.6945935,6.1674623,5688.45,18334.424,3754.1726,193533.56,349330.16,128942.734,2.5424404,4.717727,2.5057218,3.9169708e+07,0.03526011,2.029733e+06
1289,Idaho,2021-11-08,261995.0,701428.0,299319.0,-1.4978075,4.2973905,3028.8618,7803.3584,3477.9094,176370.3,360729.03,83689.555,1.485485,1.944472,3.5765388,3.785425e+07,0.03540234,2.029733e+06
1290,Idaho,2021-11-15,896385.0,966678.0,270335.0,3.8180614,1.9202664,10362.894,10754.254,3141.1326,200840.58,338993.1,60075.973,4.4631686,2.8516157,4.4998913,4.3250796e+07,0.035095368,2.029733e+06
1291,Idaho,2021-11-22,765902.0,961642.0,696049.0,-1.6697398,2.8612041,8854.411,10698.229,8087.6772,187472.52,329497.16,154352.0,4.085407,2.9185123,4.509493,3.242504e+07,0.034913514,2.029733e+06
1292,Idaho,2021-11-29,690060.0,663507.0,161861.0,-4.5659056,1.6796697,7977.6196,7381.489,1880.729,174940.39,341462.62,116817.0,3.944544,1.9431318,1.3855925,2.4797458e+07,0.0349924,2.029733e+06
1293,Idaho,2021-12-06,558073.0,1.596646e+06,237227.0,-2.4028158,-0.15645261,6451.7495,17762.623,2756.4373,194876.78,363938.03,82686.64,2.8637207,4.3871374,2.868986,2.8177446e+07,0.03475266,2.029733e+06
1294,Idaho,2021-12-13,408365.0,1.737601e+06,245998.0,0.41346246,-2.6419613,4721.0107,19330.742,2858.351,163337.08,375745.1,133263.2,2.5001373,4.6244144,1.8459558,2.2223764e+07,0.035033792,2.029733e+06
1295,Idaho,2021-12-20,606450.0,1.123138e+06,245868.0,-3.0552673,1.05072,7011.0244,12494.865,2856.8406,187754.58,315193.2,108890.87,3.2300138,3.5633304,2.2579288,3.1659942e+07,0.03485549,2.029733e+06
1296,Idaho,2021-12-27,608834.0,1.38441e+06,286522.0,1.4016476,0.89637315,7038.585,15401.506,3329.2158,178800.8,349045.8,121918.65,3.4050963,3.9662695,2.3501046,4.0868776e+07,0.034744192,2.029733e+06
1297,Idaho,2022-01-03,850337.0,491905.0,172768.0,-1.230572,-1.6014466,9830.544,5472.4233,2007.4618,189009.14,385990.28,101117.13,4.4989195,1.2743977,1.7085968,1.8057252e+07,0.034666654,2.029733e+06
1298,Idaho,2022-01-10,947402.0,1.646967e+06,231506.0,-1.2412633,-1.9023468,10952.689,18322.441,2689.9626,191574.19,354809.7,141249.66,4.945355,4.641831,1.6389865,3.5770452e+07,0.0350645,2.029733e+06
1299,Idaho,2022-01-17,219675.0,559440.0,431183.0,2.864622,0.034855533,2539.6104,6223.7476,5010.091,178867.84,370501.84,148635.75,1.2281423,1.5099525,2.9009366,3.8858704e+07,0.03483002,2.029733e+06
1300,Idaho,2022-01-24,877898.0,1.419361e+06,126600.0,-5.2445235,-2.2840388,10149.17,15790.335,1471.017,187526.98,344201.62,97496.82,4.681447,4.123632,1.2985008,7.3178105e+06,0.035089873,2.029733e+06
1301,Idaho,2022-01-31,576342.0,415853.0,642204.0,-5.472985,2.6677039,6662.9526,4626.348,7462.0303,175532.62,326763.78,128819.21,3.2833915,1.2726419,4.98531,2.078583e+07,0.034787472,2.029733e+06
1302,Idaho,2022-02-07,725421.0,787334.0,259992.0,-3.7318516,-3.6735814,8386.42,8759.06,3020.9531,171076.47,385178.62,146759.66,4.2403297,2.0440738,1.7715476,6.2594245e+06,0.035329554,2.029733e+06
1303,Idaho,2022-02-14,464958.0,1.202201e+06,361243.0,-1.3036249,1.5030495,5375.269,13374.438,4197.4297,195423.98,330521.16,111470.555,2.3792284,3.6372893,3.2407007,2.885365e+07,0.03529486,2.029733e+06
1304,Idaho,2022-02-21,261048.0,691324.0,360817.0,0.94817126,5.107583,3017.9138,7690.952,4192.48,182674.03,363093.72,109665.43,1.4290369,1.9039817,3.2901626,4.3194636e+07,0.035300013,2.029733e+06
1305,Idaho,2022-02-28,516812.0,1.88694e+06,606119.0,1.0050464,-6.0966406,5974.7407,20992.133,7042.7437,190399.7,380201.5,123129.33,2.714351,4.9630013,4.922624,1.5932476e+07,0.03501568,2.029733e+06
1306,Idaho,2022-03-07,602736.0,1.128609e+06,303452.0,-7.661612,-0.59751153,6968.0874,12555.73,3525.9326,181282.44,327868.72,89038.06,3.3248422,3.4422576,3.408112,1.3511834e+07,0.035317756,2.029733e+06
1307,Idaho,2022-03-14,757028.0,1.080312e+06,706250.0,-0.9611834,-0.2496534,8751.82,12018.428,8206.207,191934.97,395963.12,143228.83,3.9441912,2.7283142,4.930922,2.3573572e+07,0.035387956,2.029733e+06
1308,Idaho,2022-03-21,268322.0,736438.0,452622.0,-3.2063563,-0.9618952,3102.0068,8192.844,5259.1997,170212.88,385999.34,99650.98,1.5763899,1.907875,4.5420737,1.6302588e+07,0.03457958,2.029733e+06
1309,Idaho,2022-03-28,903922.0,702433.0,153255.0,2.7675276,-2.2574396,10450.027,7814.539,1780.7323,197075.9,363457.72,77794.414,4.5866694,1.9326403,1.9699965,2.6583934e+07,0.034763295,2.029733e+06
1310,Idaho,2022-04-04,722287.0,775678.0,204426.0,1.514514,-0.33703357,8350.188,8629.387,2375.309,182881.95,334717.8,121222.57,3.9494703,2.3174102,1.686367,3.3985616e+07,0.03532703,2.029733e+06
1311,Idaho,2022-04-11,790338.0,791585.0,179366.0,2.3677773,0.057524096,9136.91,8806.352,2084.1267,195111.05,352068.84,122511.98,4.0507073,2.2483816,1.4640684,3.6377816e+07,0.035393495,2.029733e+06
1312,Idaho,2022-04-18,544686.0,1.244518e+06,384333.0,0.5717248,4.3151217,6296.9854,13845.213,4465.7217,169951.7,369555.2,80575.7,3.2049458,3.367611,4.7698374,3.556157e+07,0.035403464,2.029733e+06
1313,Idaho,2022-04-25,453250.0,1.58528e+06,332969.0,2.4426053,-3.214782,5239.9155,17636.178,3868.9026,170610.73,386656.47,95952.86,2.6566322,4.0999713,3.4701283,3.222297e+07,0.03547119,2.029733e+06
